,student,vak,activiteit,zaal,dag,tijdslot
85,75759231,Compilerbouw,H1,C0.110,ma,9
86,41644639,Compilerbouw,H1,C0.110,ma,9
87,55103073,Compilerbouw,H1,C0.110,ma,9
88,44391517,Compilerbouw,H1,C0.110,ma,9
89,79167252,Compilerbouw,H1,C0.110,ma,9
90,1766560,Compilerbouw,H1,C0.110,ma,9
91,47260040,Compilerbouw,H1,C0.110,ma,9
92,23215240,Compilerbouw,H1,C0.110,ma,9
93,25994016,Compilerbouw,H1,C0.110,ma,9
94,27950803,Compilerbouw,H1,C0.110,ma,9
95,38499176,Compilerbouw,H1,C0.110,ma,9
96,71839156,Compilerbouw,H1,C0.110,ma,9
97,51673172,Compilerbouw,H1,C0.110,ma,9
98,81385263,Compilerbouw,H1,C0.110,ma,9
99,8464817,Compilerbouw,H1,C0.110,ma,9
100,86291592,Compilerbouw,H1,C0.110,ma,9
101,73236988,Compilerbouw,H1,C0.110,ma,9
102,54772132,Compilerbouw,H1,C0.110,ma,9
103,10792879,Compilerbouw,H1,C0.110,ma,9
104,40791377,Compilerbouw,H1,C0.110,ma,9
105,3407554,Compilerbouw,H1,C0.110,ma,9
106,91250534,Compilerbouw,H1,C0.110,ma,9
107,1665980,Compilerbouw,H2,C0.110,di,9
108,84524083,Compilerbouw,H2,C0.110,di,9
109,79033175,Compilerbouw,H2,C0.110,di,9
110,95007221,Compilerbouw,H2,C0.110,di,9
111,72895450,Compilerbouw,H2,C0.110,di,9
112,98105190,Compilerbouw,H2,C0.110,di,9
113,75664412,Compilerbouw,H2,C0.110,di,9
114,77896638,Compilerbouw,H2,C0.110,di,9
115,88752563,Compilerbouw,H2,C0.110,di,9
116,11915563,Compilerbouw,H2,C0.110,di,9
117,43689934,Compilerbouw,H2,C0.110,di,9
118,49683101,Compilerbouw,H2,C0.110,di,9
119,94687383,Compilerbouw,H2,C0.110,di,9
120,5368702,Compilerbouw,H2,C0.110,di,9
121,12077419,Compilerbouw,H2,C0.110,di,9
122,65675896,Compilerbouw,H2,C0.110,di,9
123,53202517,Compilerbouw,H2,C0.110,di,9
124,39459642,Compilerbouw,H2,C0.110,di,9
125,92665222,Compilerbouw,H2,C0.110,di,9
126,37770881,Compilerbouw,H2,C0.110,di,9
127,6723948,Compilerbouw,H2,C0.110,di,9
128,15911353,Compilerbouw,H2,C0.110,di,9
129,58522654,Compilerbouw,H2,C0.110,di,9
130,68315599,Compilerbouw,H2,C0.110,di,9
131,72796858,Compilerbouw,H2,C0.110,di,9
132,80135353,Compilerbouw,H2,C0.110,di,9
133,89985072,Compilerbouw,H2,C0.110,di,9
134,9067939,Compilerbouw,H2,C0.110,di,9
135,42297781,Compilerbouw,H2,C0.110,di,9
136,2079771,Compilerbouw,H2,C0.110,di,9
137,5892092,Compilerbouw,H2,C0.110,di,9
138,1695839,Compilerbouw,H2,C0.110,di,9
139,86988337,Compilerbouw,H2,C0.110,di,9
140,76661016,Compilerbouw,H2,C0.110,di,9
141,34872117,Compilerbouw,H2,C0.110,di,9
142,34110913,Compilerbouw,H2,C0.110,di,9
143,95631564,Compilerbouw,H2,C0.110,di,9
144,14309255,Compilerbouw,H2,C0.110,di,9
145,99272880,Compilerbouw,H2,C0.110,di,9
146,11741347,Compilerbouw,H2,C0.110,di,9
147,72665524,Compilerbouw,H2,C0.110,di,9
148,30658799,Compilerbouw,H2,C0.110,di,9
149,88636924,Compilerbouw,H2,C0.110,di,9
150,66701209,Compilerbouw,H2,C0.110,di,9
151,7957843,Compilerbouw,H2,C0.110,di,9
152,2317551,Compilerbouw,H2,C0.110,di,9
153,64418623,Compilerbouw,H2,C0.110,di,9
154,32204977,Compilerbouw,H2,C0.110,di,9
155,48503689,Compilerbouw,H2,C0.110,di,9
156,88855695,Compilerbouw,H2,C0.110,di,9
157,535689,Compilerbouw,H2,C0.110,di,9
158,26406342,Compilerbouw,H2,C0.110,di,9
159,14383795,Compilerbouw,H2,C0.110,di,9
160,57595888,Compilerbouw,H2,C0.110,di,9
161,11459236,Compilerbouw,H2,C0.110,di,9
162,4568018,Compilerbouw,H2,C0.110,di,9
163,83266686,Compilerbouw,H2,C0.110,di,9
164,76802764,Compilerbouw,H2,C0.110,di,9
165,5085194,Compilerbouw,H2,C0.110,di,9
166,27187154,Compilerbouw,H2,C0.110,di,9
167,5595824,Compilerbouw,H2,C0.110,di,9
168,48308205,Compilerbouw,H2,C0.110,di,9
169,65960683,Compilerbouw,H2,C0.110,di,9
170,63634350,Compilerbouw,H2,C0.110,di,9
171,75599734,Compilerbouw,H2,C0.110,di,9
172,82066165,Compilerbouw,H2,C0.110,di,9
173,13911001,Compilerbouw,H2,C0.110,di,9
174,65852230,Compilerbouw,H2,C0.110,di,9
175,14138904,Compilerbouw,H2,C0.110,di,9
176,52715680,Compilerbouw,H2,C0.110,di,9
177,34243356,Compilerbouw,H2,C0.110,di,9
178,14303208,Compilerbouw,H2,C0.110,di,9
179,46989508,Compilerbouw,H2,C0.110,di,9
180,24613625,Compilerbouw,H2,C0.110,di,9
181,60312776,Compilerbouw,H2,C0.110,di,9
182,11068043,Compilerbouw,H2,C0.110,di,9
183,31194811,Compilerbouw,H2,C0.110,di,9
184,44151631,Compilerbouw,H2,C0.110,di,9
185,88596522,Compilerbouw,H2,C0.110,di,9
186,74361881,Compilerbouw,H2,C0.110,di,9
187,51472074,Compilerbouw,H2,C0.110,di,9
188,13284244,Compilerbouw,H2,C0.110,di,9
189,53585410,Compilerbouw,H2,C0.110,di,9
190,42778953,Compilerbouw,H2,C0.110,di,9
191,50143947,Compilerbouw,H2,C0.110,di,9
192,75759231,Compilerbouw,H2,C0.110,di,9
193,41644639,Compilerbouw,H2,C0.110,di,9
194,55103073,Compilerbouw,H2,C0.110,di,9
195,44391517,Compilerbouw,H2,C0.110,di,9
196,79167252,Compilerbouw,H2,C0.110,di,9
197,1766560,Compilerbouw,H2,C0.110,di,9
198,47260040,Compilerbouw,H2,C0.110,di,9
199,23215240,Compilerbouw,H2,C0.110,di,9
200,25994016,Compilerbouw,H2,C0.110,di,9
201,27950803,Compilerbouw,H2,C0.110,di,9
202,38499176,Compilerbouw,H2,C0.110,di,9
203,71839156,Compilerbouw,H2,C0.110,di,9
204,51673172,Compilerbouw,H2,C0.110,di,9
205,81385263,Compilerbouw,H2,C0.110,di,9
206,8464817,Compilerbouw,H2,C0.110,di,9
207,86291592,Compilerbouw,H2,C0.110,di,9
208,73236988,Compilerbouw,H2,C0.110,di,9
209,54772132,Compilerbouw,H2,C0.110,di,9
210,10792879,Compilerbouw,H2,C0.110,di,9
211,40791377,Compilerbouw,H2,C0.110,di,9
212,3407554,Compilerbouw,H2,C0.110,di,9
213,91250534,Compilerbouw,H2,C0.110,di,9
214,58592894,Calculus 2,H1,C0.110,wo,9
215,78735049,Calculus 2,H1,C0.110,wo,9
216,56348773,Calculus 2,H1,C0.110,wo,9
217,31306819,Calculus 2,H1,C0.110,wo,9
218,88752563,Calculus 2,H1,C0.110,wo,9
219,73302736,Calculus 2,H1,C0.110,wo,9
220,6723948,Calculus 2,H1,C0.110,wo,9
221,64228258,Calculus 2,H1,C0.110,wo,9
222,10792879,Calculus 2,H1,C0.110,wo,9
223,74182182,Calculus 2,H1,C0.110,wo,9
224,62105897,Calculus 2,H1,C0.110,wo,9
225,46701583,Calculus 2,H1,C0.110,wo,9
226,37279234,Calculus 2,H1,C0.110,wo,9
227,6709529,Calculus 2,H1,C0.110,wo,9
228,75585647,Calculus 2,H1,C0.110,wo,9
229,34173695,Calculus 2,H1,C0.110,wo,9
230,23565001,Calculus 2,H1,C0.110,wo,9
231,56872729,Calculus 2,H1,C0.110,wo,9
232,55530367,Calculus 2,H1,C0.110,wo,9
233,63634350,Calculus 2,H1,C0.110,wo,9
234,96054456,Calculus 2,H1,C0.110,wo,9
235,81155296,Calculus 2,H1,C0.110,wo,9
236,77306636,Calculus 2,H1,C0.110,wo,9
237,79888156,Calculus 2,H1,C0.110,wo,9
238,72526473,Calculus 2,H1,C0.110,wo,9
239,86807027,Calculus 2,H1,C0.110,wo,9
240,97135019,Calculus 2,H1,C0.110,wo,9
241,33760909,Calculus 2,H1,C0.110,wo,9
242,94686490,Calculus 2,H1,C0.110,wo,9
243,82412626,Calculus 2,H1,C0.110,wo,9
244,14816774,Calculus 2,H1,C0.110,wo,9
245,59220392,Calculus 2,H1,C0.110,wo,9
246,9731271,Calculus 2,H1,C0.110,wo,9
247,38296757,Calculus 2,H1,C0.110,wo,9
248,88855695,Calculus 2,H1,C0.110,wo,9
249,65408517,Calculus 2,H1,C0.110,wo,9
250,11593163,Calculus 2,H1,C0.110,wo,9
251,6939933,Calculus 2,H1,C0.110,wo,9
252,79167252,Calculus 2,H1,C0.110,wo,9
253,75623387,Calculus 2,H1,C0.110,wo,9
254,27064249,Calculus 2,H1,C0.110,wo,9
255,78544592,Calculus 2,H1,C0.110,wo,9
256,56544130,Calculus 2,H1,C0.110,wo,9
257,4783858,Calculus 2,H1,C0.110,wo,9
258,53139134,Calculus 2,H1,C0.110,wo,9
259,58699305,Calculus 2,H1,C0.110,wo,9
260,79617364,Calculus 2,H1,C0.110,wo,9
261,16097870,Calculus 2,H1,C0.110,wo,9
262,32705005,Calculus 2,H1,C0.110,wo,9
263,58040377,Calculus 2,H1,C0.110,wo,9
264,80188025,Calculus 2,H1,C0.110,wo,9
265,33672995,Calculus 2,H1,C0.110,wo,9
266,85335143,Calculus 2,H1,C0.110,wo,9
267,87602030,Calculus 2,H1,C0.110,wo,9
268,22168693,Calculus 2,H1,C0.110,wo,9
269,61520025,Calculus 2,H1,C0.110,wo,9
270,6913074,Calculus 2,H1,C0.110,wo,9
271,14591033,Calculus 2,H1,C0.110,wo,9
272,86000192,Calculus 2,H1,C0.110,wo,9
273,23658570,Calculus 2,H1,C0.110,wo,9
274,48357272,Calculus 2,H1,C0.110,wo,9
275,28957789,Calculus 2,H1,C0.110,wo,9
276,65978354,Calculus 2,H1,C0.110,wo,9
277,62363761,Calculus 2,H1,C0.110,wo,9
278,14179347,Calculus 2,H1,C0.110,wo,9
279,86180471,Calculus 2,H1,C0.110,wo,9
280,58253841,Calculus 2,H1,C0.110,wo,9
281,47932106,Calculus 2,H1,C0.110,wo,9
282,40141996,Calculus 2,H1,C0.110,wo,9
283,27925117,Calculus 2,H1,C0.110,wo,9
284,55412918,Calculus 2,H1,C0.110,wo,9
285,72665524,Calculus 2,H1,C0.110,wo,9
286,75997788,Calculus 2,H1,C0.110,wo,9
287,3678531,Calculus 2,H1,C0.110,wo,9
288,78443067,Calculus 2,H1,C0.110,wo,9
289,5615125,Calculus 2,H1,C0.110,wo,9
290,45915482,Calculus 2,H1,C0.110,wo,9
291,10609762,Calculus 2,H1,C0.110,wo,9
292,19717077,Calculus 2,H1,C0.110,wo,9
293,58469172,Calculus 2,H1,C0.110,wo,9
294,93361408,Calculus 2,H1,C0.110,wo,9
295,75446434,Calculus 2,H1,C0.110,wo,9
296,44868097,Calculus 2,H1,C0.110,wo,9
297,26260141,Calculus 2,H1,C0.110,wo,9
298,87900893,Calculus 2,H1,C0.110,wo,9
299,64600457,Calculus 2,H1,C0.110,wo,9
300,83415514,Calculus 2,H1,C0.110,wo,9
301,27298319,Calculus 2,H1,C0.110,wo,9
302,38179241,Calculus 2,H1,C0.110,wo,9
303,47477884,Calculus 2,H1,C0.110,wo,9
304,83266686,Calculus 2,H1,C0.110,wo,9
305,70939718,Calculus 2,H1,C0.110,wo,9
306,4546613,Calculus 2,H1,C0.110,wo,9
307,27187154,Calculus 2,H1,C0.110,wo,9
308,14303208,Calculus 2,H1,C0.110,wo,9
309,51741554,Calculus 2,H1,C0.110,wo,9
310,12091019,Calculus 2,H1,C0.110,wo,9
311,46570285,Calculus 2,H1,C0.110,wo,9
312,53585410,Calculus 2,H1,C0.110,wo,9
313,21029457,Calculus 2,H1,C0.110,wo,9
314,73823548,Calculus 2,H1,C0.110,wo,9
315,23628642,Calculus 2,H1,C0.110,wo,9
316,24875739,Calculus 2,H1,C0.110,wo,9
317,76661016,Calculus 2,H1,C0.110,wo,9
318,10149535,Calculus 2,H1,C0.110,wo,9
319,15902055,Calculus 2,H1,C0.110,wo,9
320,63634350,Kansrekenen 2,H1,C0.110,do,9
321,89338938,Kansrekenen 2,H1,C0.110,do,9
322,32705005,Kansrekenen 2,H1,C0.110,do,9
323,38499176,Kansrekenen 2,H1,C0.110,do,9
324,37498675,Kansrekenen 2,H1,C0.110,do,9
325,44940353,Kansrekenen 2,H1,C0.110,do,9
326,64296965,Kansrekenen 2,H1,C0.110,do,9
327,79366078,Kansrekenen 2,H1,C0.110,do,9
328,59544049,Kansrekenen 2,H1,C0.110,do,9
329,47605891,Kansrekenen 2,H1,C0.110,do,9
330,14398123,Kansrekenen 2,H1,C0.110,do,9
331,10872825,Kansrekenen 2,H1,C0.110,do,9
332,99272880,Kansrekenen 2,H1,C0.110,do,9
333,63408522,Kansrekenen 2,H1,C0.110,do,9
334,20239127,Kansrekenen 2,H1,C0.110,do,9
335,79858178,Kansrekenen 2,H1,C0.110,do,9
336,94955328,Kansrekenen 2,H1,C0.110,do,9
337,39230359,Kansrekenen 2,H1,C0.110,do,9
338,39919665,Kansrekenen 2,H1,C0.110,do,9
339,69086548,Kansrekenen 2,H1,C0.110,do,9
340,27187154,Kansrekenen 2,H1,C0.110,do,9
341,24875739,Kansrekenen 2,H1,C0.110,do,9
342,5368702,Kansrekenen 2,H1,C0.110,do,9
343,47462856,Kansrekenen 2,H1,C0.110,do,9
344,74182182,Kansrekenen 2,H1,C0.110,do,9
345,9731271,Kansrekenen 2,H1,C0.110,do,9
346,11915563,Kansrekenen 2,H1,C0.110,do,9
347,23391676,Kansrekenen 2,H1,C0.110,do,9
348,77636749,Kansrekenen 2,H1,C0.110,do,9
349,28957789,Kansrekenen 2,H1,C0.110,do,9
350,96054456,Kansrekenen 2,H1,C0.110,do,9
351,36903574,Kansrekenen 2,H1,C0.110,do,9
352,20883994,Kansrekenen 2,H1,C0.110,do,9
353,58469172,Kansrekenen 2,H1,C0.110,do,9
354,78735049,Kansrekenen 2,H1,C0.110,do,9
355,54310617,Kansrekenen 2,H1,C0.110,do,9
356,3685034,Kansrekenen 2,H1,C0.110,do,9
357,5615125,Kansrekenen 2,H1,C0.110,do,9
358,56988998,Kansrekenen 2,H1,C0.110,do,9
359,10792879,Kansrekenen 2,H1,C0.110,do,9
360,81218347,Kansrekenen 2,H1,C0.110,do,9
361,55474917,Kansrekenen 2,H1,C0.110,do,9
362,31247305,Kansrekenen 2,H1,C0.110,do,9
363,34243356,Kansrekenen 2,H1,C0.110,do,9
364,56749879,Kansrekenen 2,H1,C0.110,do,9
365,18266644,Kansrekenen 2,H1,C0.110,do,9
366,65003379,Kansrekenen 2,H1,C0.110,do,9
367,84110134,Kansrekenen 2,H1,C0.110,do,9
368,97019450,Kansrekenen 2,H1,C0.110,do,9
369,72547110,Kansrekenen 2,H1,C0.110,do,9
370,54569540,Kansrekenen 2,H1,C0.110,do,9
371,31633723,Kansrekenen 2,H1,C0.110,do,9
372,77240949,Kansrekenen 2,H1,C0.110,do,9
373,49631542,Kansrekenen 2,H1,C0.110,do,9
374,17823206,Kansrekenen 2,H1,C0.110,do,9
375,58522654,Kansrekenen 2,H1,C0.110,do,9
376,23798155,Kansrekenen 2,H1,C0.110,do,9
377,94467156,Kansrekenen 2,H1,C0.110,do,9
378,51186803,Kansrekenen 2,H1,C0.110,do,9
379,58332004,Kansrekenen 2,H1,C0.110,do,9
380,91139627,Kansrekenen 2,H1,C0.110,do,9
381,61518436,Kansrekenen 2,H1,C0.110,do,9
382,59075181,Kansrekenen 2,H1,C0.110,do,9
383,34262212,Kansrekenen 2,H1,C0.110,do,9
384,39659121,Kansrekenen 2,H1,C0.110,do,9
385,76924297,Kansrekenen 2,H1,C0.110,do,9
386,41527759,Kansrekenen 2,H1,C0.110,do,9
387,78136904,Kansrekenen 2,H1,C0.110,do,9
388,41585485,Kansrekenen 2,H1,C0.110,do,9
389,7492204,Kansrekenen 2,H1,C0.110,do,9
390,91196968,Kansrekenen 2,H1,C0.110,do,9
391,8522855,Kansrekenen 2,H1,C0.110,do,9
392,97371272,Kansrekenen 2,H1,C0.110,do,9
393,46570285,Kansrekenen 2,H1,C0.110,do,9
394,20331158,Kansrekenen 2,H1,C0.110,do,9
395,38329455,Kansrekenen 2,H1,C0.110,do,9
396,51542218,Kansrekenen 2,H1,C0.110,do,9
397,42115591,Kansrekenen 2,H1,C0.110,do,9
398,14671406,Kansrekenen 2,H1,C0.110,do,9
399,22731474,Kansrekenen 2,H1,C0.110,do,9
400,84524083,Kansrekenen 2,H1,C0.110,do,9
401,63955238,Kansrekenen 2,H1,C0.110,do,9
402,82688900,Kansrekenen 2,H1,C0.110,do,9
403,14591033,Kansrekenen 2,H1,C0.110,do,9
404,63634350,Kansrekenen 2,H2,C0.110,vr,9
405,89338938,Kansrekenen 2,H2,C0.110,vr,9
406,32705005,Kansrekenen 2,H2,C0.110,vr,9
407,38499176,Kansrekenen 2,H2,C0.110,vr,9
408,37498675,Kansrekenen 2,H2,C0.110,vr,9
409,44940353,Kansrekenen 2,H2,C0.110,vr,9
410,64296965,Kansrekenen 2,H2,C0.110,vr,9
411,79366078,Kansrekenen 2,H2,C0.110,vr,9
412,59544049,Kansrekenen 2,H2,C0.110,vr,9
413,47605891,Kansrekenen 2,H2,C0.110,vr,9
414,14398123,Kansrekenen 2,H2,C0.110,vr,9
415,10872825,Kansrekenen 2,H2,C0.110,vr,9
416,99272880,Kansrekenen 2,H2,C0.110,vr,9
417,63408522,Kansrekenen 2,H2,C0.110,vr,9
418,20239127,Kansrekenen 2,H2,C0.110,vr,9
419,79858178,Kansrekenen 2,H2,C0.110,vr,9
420,94955328,Kansrekenen 2,H2,C0.110,vr,9
421,39230359,Kansrekenen 2,H2,C0.110,vr,9
422,39919665,Kansrekenen 2,H2,C0.110,vr,9
423,69086548,Kansrekenen 2,H2,C0.110,vr,9
424,27187154,Kansrekenen 2,H2,C0.110,vr,9
425,24875739,Kansrekenen 2,H2,C0.110,vr,9
426,5368702,Kansrekenen 2,H2,C0.110,vr,9
427,47462856,Kansrekenen 2,H2,C0.110,vr,9
428,74182182,Kansrekenen 2,H2,C0.110,vr,9
429,9731271,Kansrekenen 2,H2,C0.110,vr,9
430,11915563,Kansrekenen 2,H2,C0.110,vr,9
431,23391676,Kansrekenen 2,H2,C0.110,vr,9
432,77636749,Kansrekenen 2,H2,C0.110,vr,9
433,28957789,Kansrekenen 2,H2,C0.110,vr,9
434,96054456,Kansrekenen 2,H2,C0.110,vr,9
435,36903574,Kansrekenen 2,H2,C0.110,vr,9
436,20883994,Kansrekenen 2,H2,C0.110,vr,9
437,58469172,Kansrekenen 2,H2,C0.110,vr,9
438,78735049,Kansrekenen 2,H2,C0.110,vr,9
439,54310617,Kansrekenen 2,H2,C0.110,vr,9
440,3685034,Kansrekenen 2,H2,C0.110,vr,9
441,5615125,Kansrekenen 2,H2,C0.110,vr,9
442,56988998,Kansrekenen 2,H2,C0.110,vr,9
443,10792879,Kansrekenen 2,H2,C0.110,vr,9
444,81218347,Kansrekenen 2,H2,C0.110,vr,9
445,55474917,Kansrekenen 2,H2,C0.110,vr,9
446,31247305,Kansrekenen 2,H2,C0.110,vr,9
447,34243356,Kansrekenen 2,H2,C0.110,vr,9
448,56749879,Kansrekenen 2,H2,C0.110,vr,9
449,18266644,Kansrekenen 2,H2,C0.110,vr,9
450,65003379,Kansrekenen 2,H2,C0.110,vr,9
451,84110134,Kansrekenen 2,H2,C0.110,vr,9
452,97019450,Kansrekenen 2,H2,C0.110,vr,9
453,72547110,Kansrekenen 2,H2,C0.110,vr,9
454,54569540,Kansrekenen 2,H2,C0.110,vr,9
455,31633723,Kansrekenen 2,H2,C0.110,vr,9
456,77240949,Kansrekenen 2,H2,C0.110,vr,9
457,49631542,Kansrekenen 2,H2,C0.110,vr,9
458,17823206,Kansrekenen 2,H2,C0.110,vr,9
459,58522654,Kansrekenen 2,H2,C0.110,vr,9
460,23798155,Kansrekenen 2,H2,C0.110,vr,9
461,94467156,Kansrekenen 2,H2,C0.110,vr,9
462,51186803,Kansrekenen 2,H2,C0.110,vr,9
463,58332004,Kansrekenen 2,H2,C0.110,vr,9
464,91139627,Kansrekenen 2,H2,C0.110,vr,9
465,61518436,Kansrekenen 2,H2,C0.110,vr,9
466,59075181,Kansrekenen 2,H2,C0.110,vr,9
467,34262212,Kansrekenen 2,H2,C0.110,vr,9
468,39659121,Kansrekenen 2,H2,C0.110,vr,9
469,76924297,Kansrekenen 2,H2,C0.110,vr,9
470,41527759,Kansrekenen 2,H2,C0.110,vr,9
471,78136904,Kansrekenen 2,H2,C0.110,vr,9
472,41585485,Kansrekenen 2,H2,C0.110,vr,9
473,7492204,Kansrekenen 2,H2,C0.110,vr,9
474,91196968,Kansrekenen 2,H2,C0.110,vr,9
475,8522855,Kansrekenen 2,H2,C0.110,vr,9
476,97371272,Kansrekenen 2,H2,C0.110,vr,9
477,46570285,Kansrekenen 2,H2,C0.110,vr,9
478,20331158,Kansrekenen 2,H2,C0.110,vr,9
479,38329455,Kansrekenen 2,H2,C0.110,vr,9
480,51542218,Kansrekenen 2,H2,C0.110,vr,9
481,42115591,Kansrekenen 2,H2,C0.110,vr,9
482,14671406,Kansrekenen 2,H2,C0.110,vr,9
483,22731474,Kansrekenen 2,H2,C0.110,vr,9
484,84524083,Kansrekenen 2,H2,C0.110,vr,9
485,63955238,Kansrekenen 2,H2,C0.110,vr,9
486,82688900,Kansrekenen 2,H2,C0.110,vr,9
487,14591033,Kansrekenen 2,H2,C0.110,vr,9
488,27950803,Software engineering,H1,C0.110,ma,11
489,55474917,Software engineering,H1,C0.110,ma,11
490,52311353,Software engineering,H1,C0.110,ma,11
491,11068043,Software engineering,H1,C0.110,ma,11
492,51593625,Software engineering,H1,C0.110,ma,11
493,13718298,Software engineering,H1,C0.110,ma,11
494,80709893,Software engineering,H1,C0.110,ma,11
495,52552718,Software engineering,H1,C0.110,ma,11
496,42115591,Software engineering,H1,C0.110,ma,11
497,14072826,Software engineering,H1,C0.110,ma,11
498,95631564,Software engineering,H1,C0.110,ma,11
499,96554914,Software engineering,H1,C0.110,ma,11
500,77376714,Software engineering,H1,C0.110,ma,11
501,48601268,Software engineering,H1,C0.110,ma,11
502,28357474,Software engineering,H1,C0.110,ma,11
503,26260141,Software engineering,H1,C0.110,ma,11
504,37744525,Software engineering,H1,C0.110,ma,11
505,73236988,Software engineering,H1,C0.110,ma,11
506,31103066,Software engineering,H1,C0.110,ma,11
507,60312776,Software engineering,H1,C0.110,ma,11
508,33877725,Software engineering,H1,C0.110,ma,11
509,89338938,Software engineering,H1,C0.110,ma,11
510,44868097,Software engineering,H1,C0.110,ma,11
511,84110134,Software engineering,H1,C0.110,ma,11
512,11915563,Software engineering,H1,C0.110,ma,11
513,41527759,Software engineering,H1,C0.110,ma,11
514,65408517,Software engineering,H1,C0.110,ma,11
515,31247305,Software engineering,H1,C0.110,ma,11
516,4546613,Software engineering,H1,C0.110,ma,11
