,student,vak,activiteit,zaal,dag,tijdslot
94,69459473,Webprogrammeren en databases,H1,C0.110,do,9
95,14303208,Webprogrammeren en databases,H1,C0.110,do,9
96,27064249,Webprogrammeren en databases,H1,C0.110,do,9
97,43460038,Webprogrammeren en databases,H1,C0.110,do,9
98,67073567,Webprogrammeren en databases,H1,C0.110,do,9
99,5615125,Webprogrammeren en databases,H1,C0.110,do,9
100,75521763,Technology for games,W1,C0.110,vr,9
101,43680781,Technology for games,W1,C0.110,vr,9
102,36785409,Technology for games,W1,C0.110,vr,9
103,70336464,Technology for games,W1,C0.110,vr,9
104,14383795,Technology for games,W1,C0.110,vr,9
105,58565406,Technology for games,W1,C0.110,vr,9
106,6249823,Technology for games,W1,C0.110,vr,9
107,32204977,Technology for games,W1,C0.110,vr,9
108,48308205,Technology for games,W1,C0.110,vr,9
109,44901052,Technology for games,W1,C0.110,vr,9
110,89338938,Technology for games,W1,C0.110,vr,9
111,21192048,Technology for games,W1,C0.110,vr,9
112,7106649,Technology for games,W1,C0.110,vr,9
113,92496780,Technology for games,W1,C0.110,vr,9
114,77264363,Technology for games,W1,C0.110,vr,9
115,12077419,Technology for games,W1,C0.110,vr,9
116,47982619,Technology for games,W1,C0.110,vr,9
117,9332762,Technology for games,W1,C0.110,vr,9
118,23547619,Technology for games,W1,C0.110,vr,9
119,68409833,Autonomous Agents 2,W1,C0.110,ma,11
120,39459642,Autonomous Agents 2,W1,C0.110,ma,11
121,88627897,Autonomous Agents 2,W1,C0.110,ma,11
122,62872965,Autonomous Agents 2,W1,C0.110,ma,11
123,74131924,Autonomous Agents 2,W1,C0.110,ma,11
124,11915563,Autonomous Agents 2,W1,C0.110,ma,11
125,72796858,Autonomous Agents 2,W1,C0.110,ma,11
126,16097870,Autonomous Agents 2,W1,C0.110,ma,11
127,53585410,Calculus 2,W3,C0.110,di,11
128,15902055,Calculus 2,W3,C0.110,di,11
129,74182182,Calculus 2,W3,C0.110,di,11
130,6709529,Calculus 2,W3,C0.110,di,11
131,11593163,Calculus 2,W3,C0.110,di,11
132,64228258,Calculus 2,W3,C0.110,di,11
133,64600457,Calculus 2,W3,C0.110,di,11
134,27187154,Calculus 2,W3,C0.110,di,11
135,93361408,Calculus 2,W3,C0.110,di,11
136,96054456,Calculus 2,W3,C0.110,di,11
137,76661016,Calculus 2,W3,C0.110,di,11
138,10609762,Calculus 2,W3,C0.110,di,11
139,87900893,Calculus 2,W3,C0.110,di,11
140,48357272,Calculus 2,W3,C0.110,di,11
141,72665524,Calculus 2,W3,C0.110,di,11
142,81155296,Calculus 2,W3,C0.110,di,11
143,65408517,Calculus 2,W3,C0.110,di,11
144,85335143,Calculus 2,W3,C0.110,di,11
145,33760909,Calculus 2,W3,C0.110,di,11
146,73823548,Calculus 2,W3,C0.110,di,11
147,47932106,Calculus 2,W3,C0.110,di,11
148,79888156,Calculus 2,W3,C0.110,di,11
149,88855695,Calculus 2,W3,C0.110,di,11
150,58592894,Calculus 2,W3,C0.110,di,11
151,86000192,Calculus 2,W3,C0.110,di,11
152,62105897,Calculus 2,W3,C0.110,di,11
153,55530367,Calculus 2,W3,C0.110,di,11
154,80188025,Calculus 2,W3,C0.110,di,11
155,72526473,Calculus 2,W3,C0.110,di,11
156,38296757,Calculus 2,W3,C0.110,di,11
157,97135019,Calculus 2,W3,C0.110,di,11
158,56544130,Calculus 2,W3,C0.110,di,11
159,14816774,Calculus 2,W3,C0.110,di,11
160,40141996,Calculus 2,W3,C0.110,di,11
161,10792879,Calculus 2,W3,C0.110,di,11
162,51741554,Netwerken en systeembeveiliging,P4,C0.110,wo,11
163,25330192,Netwerken en systeembeveiliging,P4,C0.110,wo,11
164,53267490,Netwerken en systeembeveiliging,P4,C0.110,wo,11
165,7308727,Netwerken en systeembeveiliging,P4,C0.110,wo,11
166,14398123,Netwerken en systeembeveiliging,P4,C0.110,wo,11
167,28618400,Netwerken en systeembeveiliging,P4,C0.110,wo,11
168,81385263,Netwerken en systeembeveiliging,P4,C0.110,wo,11
169,5590289,Netwerken en systeembeveiliging,P4,C0.110,wo,11
170,25557516,Netwerken en systeembeveiliging,P4,C0.110,wo,11
171,87830198,Netwerken en systeembeveiliging,P4,C0.110,wo,11
172,16912993,Netwerken en systeembeveiliging,P4,C0.110,wo,11
173,70939718,Netwerken en systeembeveiliging,P4,C0.110,wo,11
174,82872148,Netwerken en systeembeveiliging,P4,C0.110,wo,11
175,12170832,Netwerken en systeembeveiliging,P4,C0.110,wo,11
176,26207525,Netwerken en systeembeveiliging,P4,C0.110,wo,11
177,81022997,Netwerken en systeembeveiliging,P4,C0.110,wo,11
178,77376714,Algoritmen en complexiteit,W1,C0.110,do,11
179,3474870,Algoritmen en complexiteit,W1,C0.110,do,11
180,27298319,Algoritmen en complexiteit,W1,C0.110,do,11
181,46701583,Algoritmen en complexiteit,W1,C0.110,do,11
182,26260141,Algoritmen en complexiteit,W1,C0.110,do,11
183,96453361,Algoritmen en complexiteit,W1,C0.110,do,11
184,66433883,Algoritmen en complexiteit,W1,C0.110,do,11
185,19540225,Algoritmen en complexiteit,W1,C0.110,do,11
186,88596522,Algoritmen en complexiteit,W1,C0.110,do,11
187,3707829,Algoritmen en complexiteit,W1,C0.110,do,11
188,23983476,Algoritmen en complexiteit,W1,C0.110,do,11
189,8522855,Algoritmen en complexiteit,W1,C0.110,do,11
190,51509565,Algoritmen en complexiteit,W1,C0.110,do,11
191,53585410,Algoritmen en complexiteit,W1,C0.110,do,11
192,21095566,Algoritmen en complexiteit,W1,C0.110,do,11
193,64947290,Algoritmen en complexiteit,W1,C0.110,do,11
194,91527663,Algoritmen en complexiteit,W1,C0.110,do,11
195,41585485,Algoritmen en complexiteit,W1,C0.110,do,11
196,82689818,Algoritmen en complexiteit,W1,C0.110,do,11
197,40343779,Algoritmen en complexiteit,W1,C0.110,do,11
198,81385263,Algoritmen en complexiteit,W1,C0.110,do,11
199,14671406,Algoritmen en complexiteit,W1,C0.110,do,11
200,44901052,Informatie- en organisatieontwerp,H2,C0.110,vr,11
201,13116738,Informatie- en organisatieontwerp,H2,C0.110,vr,11
202,8557857,Informatie- en organisatieontwerp,H2,C0.110,vr,11
203,18266644,Informatie- en organisatieontwerp,H2,C0.110,vr,11
204,70878567,Informatie- en organisatieontwerp,H2,C0.110,vr,11
205,23983476,Informatie- en organisatieontwerp,H2,C0.110,vr,11
206,17496687,Informatie- en organisatieontwerp,H2,C0.110,vr,11
207,13658563,Informatie- en organisatieontwerp,H2,C0.110,vr,11
208,68315599,Informatie- en organisatieontwerp,H2,C0.110,vr,11
209,19958553,Informatie- en organisatieontwerp,H2,C0.110,vr,11
210,32204977,Informatie- en organisatieontwerp,H2,C0.110,vr,11
211,29718115,Informatie- en organisatieontwerp,H2,C0.110,vr,11
212,58332004,Informatie- en organisatieontwerp,H2,C0.110,vr,11
213,11459236,Informatie- en organisatieontwerp,H2,C0.110,vr,11
214,62701040,Informatie- en organisatieontwerp,H2,C0.110,vr,11
215,36748818,Informatie- en organisatieontwerp,H2,C0.110,vr,11
216,92977271,Informatie- en organisatieontwerp,H2,C0.110,vr,11
217,77636749,Informatie- en organisatieontwerp,H2,C0.110,vr,11
218,23257088,Informatie- en organisatieontwerp,H2,C0.110,vr,11
219,75521763,Informatie- en organisatieontwerp,H2,C0.110,vr,11
220,75585647,Informatie- en organisatieontwerp,H2,C0.110,vr,11
221,56988998,Machine Learning,H1,C0.110,ma,13
222,67625383,Machine Learning,H1,C0.110,ma,13
223,46701583,Machine Learning,H1,C0.110,ma,13
224,77240949,Machine Learning,H1,C0.110,ma,13
225,39459642,Machine Learning,H1,C0.110,ma,13
226,2079771,Machine Learning,H1,C0.110,ma,13
227,33252501,Machine Learning,H1,C0.110,ma,13
228,27187154,Machine Learning,H1,C0.110,ma,13
229,5976174,Machine Learning,H1,C0.110,ma,13
230,94467156,Machine Learning,H1,C0.110,ma,13
231,37744525,Machine Learning,H1,C0.110,ma,13
232,26857113,Machine Learning,H1,C0.110,ma,13
233,3685034,Machine Learning,H1,C0.110,ma,13
234,49683101,Machine Learning,H1,C0.110,ma,13
235,15051051,Machine Learning,H1,C0.110,ma,13
236,85236626,Machine Learning,H1,C0.110,ma,13
237,63111000,Machine Learning,H1,C0.110,ma,13
238,40791377,Machine Learning,H1,C0.110,ma,13
239,90067329,Machine Learning,H1,C0.110,ma,13
240,61518436,Machine Learning,H1,C0.110,ma,13
241,38296757,Machine Learning,H1,C0.110,ma,13
242,23798155,Machine Learning,H1,C0.110,ma,13
243,96104167,Collectieve Intelligentie,W4,C0.110,di,13
244,97135019,Collectieve Intelligentie,W4,C0.110,di,13
245,29640619,Collectieve Intelligentie,W4,C0.110,di,13
246,54310617,Collectieve Intelligentie,W4,C0.110,di,13
247,43027916,Collectieve Intelligentie,W4,C0.110,di,13
248,42778953,Collectieve Intelligentie,W4,C0.110,di,13
249,86000192,Collectieve Intelligentie,W4,C0.110,di,13
250,53107172,Collectieve Intelligentie,W4,C0.110,di,13
251,46052388,Collectieve Intelligentie,W4,C0.110,di,13
252,25106480,Collectieve Intelligentie,W4,C0.110,di,13
253,35330349,Collectieve Intelligentie,W4,C0.110,di,13
254,31416266,Collectieve Intelligentie,W4,C0.110,di,13
255,51741554,Collectieve Intelligentie,W4,C0.110,di,13
256,68601184,Collectieve Intelligentie,W4,C0.110,di,13
257,23547619,Collectieve Intelligentie,W4,C0.110,di,13
258,45556081,Collectieve Intelligentie,P2,C0.110,wo,13
259,17575088,Collectieve Intelligentie,P2,C0.110,wo,13
260,1075391,Collectieve Intelligentie,P2,C0.110,wo,13
261,7308727,Collectieve Intelligentie,P2,C0.110,wo,13
262,72577292,Collectieve Intelligentie,P2,C0.110,wo,13
263,64393888,Collectieve Intelligentie,P2,C0.110,wo,13
264,26406342,Collectieve Intelligentie,P2,C0.110,wo,13
265,50143947,Collectieve Intelligentie,P2,C0.110,wo,13
266,75521763,Collectieve Intelligentie,P2,C0.110,wo,13
267,21964491,Collectieve Intelligentie,P2,C0.110,wo,13
268,65960683,Collectieve Intelligentie,P2,C0.110,wo,13
269,77896638,Collectieve Intelligentie,P2,C0.110,wo,13
270,48601268,Collectieve Intelligentie,P2,C0.110,wo,13
271,5517869,Collectieve Intelligentie,P2,C0.110,wo,13
272,29474737,Collectieve Intelligentie,P2,C0.110,wo,13
273,58522654,Compilerbouw,H2,C0.110,do,13
274,74361881,Compilerbouw,H2,C0.110,do,13
275,38499176,Compilerbouw,H2,C0.110,do,13
276,94687383,Compilerbouw,H2,C0.110,do,13
277,98105190,Compilerbouw,H2,C0.110,do,13
278,76661016,Compilerbouw,H2,C0.110,do,13
279,81385263,Compilerbouw,H2,C0.110,do,13
280,13911001,Compilerbouw,H2,C0.110,do,13
281,39459642,Compilerbouw,H2,C0.110,do,13
282,75599734,Compilerbouw,H2,C0.110,do,13
283,11741347,Compilerbouw,H2,C0.110,do,13
284,71839156,Compilerbouw,H2,C0.110,do,13
285,53585410,Compilerbouw,H2,C0.110,do,13
286,83266686,Compilerbouw,H2,C0.110,do,13
287,48308205,Compilerbouw,H2,C0.110,do,13
288,44151631,Compilerbouw,H2,C0.110,do,13
289,31194811,Compilerbouw,H2,C0.110,do,13
290,84524083,Compilerbouw,H2,C0.110,do,13
291,65675896,Compilerbouw,H2,C0.110,do,13
292,65852230,Compilerbouw,H2,C0.110,do,13
293,34110913,Compilerbouw,H2,C0.110,do,13
294,5595824,Compilerbouw,H2,C0.110,do,13
295,60312776,Compilerbouw,H2,C0.110,do,13
296,9067939,Compilerbouw,H2,C0.110,do,13
297,42778953,Compilerbouw,H2,C0.110,do,13
298,72895450,Compilerbouw,H2,C0.110,do,13
299,5085194,Compilerbouw,H2,C0.110,do,13
300,75759231,Compilerbouw,H2,C0.110,do,13
301,95007221,Compilerbouw,H2,C0.110,do,13
302,91250534,Compilerbouw,H2,C0.110,do,13
303,34872117,Compilerbouw,H2,C0.110,do,13
304,14383795,Compilerbouw,H2,C0.110,do,13
305,25994016,Compilerbouw,H2,C0.110,do,13
306,27950803,Compilerbouw,H2,C0.110,do,13
307,53202517,Compilerbouw,H2,C0.110,do,13
308,8464817,Compilerbouw,H2,C0.110,do,13
309,40791377,Compilerbouw,H2,C0.110,do,13
310,86291592,Compilerbouw,H2,C0.110,do,13
311,3407554,Compilerbouw,H2,C0.110,do,13
312,23215240,Compilerbouw,H2,C0.110,do,13
313,37770881,Compilerbouw,H2,C0.110,do,13
314,89985072,Compilerbouw,H2,C0.110,do,13
315,5892092,Compilerbouw,H2,C0.110,do,13
316,6723948,Compilerbouw,H2,C0.110,do,13
317,52715680,Compilerbouw,H2,C0.110,do,13
318,66701209,Compilerbouw,H2,C0.110,do,13
319,57595888,Compilerbouw,H2,C0.110,do,13
320,34243356,Compilerbouw,H2,C0.110,do,13
321,64418623,Compilerbouw,H2,C0.110,do,13
322,76802764,Compilerbouw,H2,C0.110,do,13
323,4568018,Compilerbouw,H2,C0.110,do,13
324,11068043,Compilerbouw,H2,C0.110,do,13
325,24613625,Compilerbouw,H2,C0.110,do,13
326,10792879,Compilerbouw,H2,C0.110,do,13
327,14303208,Compilerbouw,H2,C0.110,do,13
328,82066165,Compilerbouw,H2,C0.110,do,13
329,75664412,Compilerbouw,H2,C0.110,do,13
330,88636924,Compilerbouw,H2,C0.110,do,13
331,49683101,Compilerbouw,H2,C0.110,do,13
332,88855695,Compilerbouw,H2,C0.110,do,13
333,73236988,Compilerbouw,H2,C0.110,do,13
334,86988337,Compilerbouw,H2,C0.110,do,13
335,42297781,Compilerbouw,H2,C0.110,do,13
336,50143947,Compilerbouw,H2,C0.110,do,13
337,2079771,Compilerbouw,H2,C0.110,do,13
338,51673172,Compilerbouw,H2,C0.110,do,13
339,30658799,Compilerbouw,H2,C0.110,do,13
340,7957843,Compilerbouw,H2,C0.110,do,13
341,92665222,Compilerbouw,H2,C0.110,do,13
342,54772132,Compilerbouw,H2,C0.110,do,13
343,5368702,Compilerbouw,H2,C0.110,do,13
344,1695839,Compilerbouw,H2,C0.110,do,13
345,1665980,Compilerbouw,H2,C0.110,do,13
346,51472074,Compilerbouw,H2,C0.110,do,13
347,68315599,Compilerbouw,H2,C0.110,do,13
348,48503689,Compilerbouw,H2,C0.110,do,13
349,26406342,Compilerbouw,H2,C0.110,do,13
350,99272880,Compilerbouw,H2,C0.110,do,13
351,12077419,Compilerbouw,H2,C0.110,do,13
352,535689,Compilerbouw,H2,C0.110,do,13
353,11459236,Compilerbouw,H2,C0.110,do,13
354,14138904,Compilerbouw,H2,C0.110,do,13
355,72796858,Compilerbouw,H2,C0.110,do,13
356,15911353,Compilerbouw,H2,C0.110,do,13
357,44391517,Compilerbouw,H2,C0.110,do,13
358,27187154,Compilerbouw,H2,C0.110,do,13
359,47260040,Compilerbouw,H2,C0.110,do,13
360,80135353,Compilerbouw,H2,C0.110,do,13
361,13284244,Compilerbouw,H2,C0.110,do,13
362,2317551,Compilerbouw,H2,C0.110,do,13
363,32204977,Compilerbouw,H2,C0.110,do,13
364,14309255,Compilerbouw,H2,C0.110,do,13
365,11915563,Compilerbouw,H2,C0.110,do,13
366,63634350,Compilerbouw,H2,C0.110,do,13
367,79033175,Compilerbouw,H2,C0.110,do,13
368,43689934,Compilerbouw,H2,C0.110,do,13
369,88596522,Compilerbouw,H2,C0.110,do,13
370,79167252,Compilerbouw,H2,C0.110,do,13
371,72665524,Compilerbouw,H2,C0.110,do,13
372,65960683,Compilerbouw,H2,C0.110,do,13
373,46989508,Compilerbouw,H2,C0.110,do,13
374,1766560,Compilerbouw,H2,C0.110,do,13
375,88752563,Compilerbouw,H2,C0.110,do,13
376,55103073,Compilerbouw,H2,C0.110,do,13
377,77896638,Compilerbouw,H2,C0.110,do,13
378,95631564,Compilerbouw,H2,C0.110,do,13
379,41644639,Compilerbouw,H2,C0.110,do,13
380,22826928,Programmeren in Java 2,P1,C0.110,vr,13
381,70113753,Programmeren in Java 2,P1,C0.110,vr,13
382,31416266,Programmeren in Java 2,P1,C0.110,vr,13
383,4709948,Programmeren in Java 2,P1,C0.110,vr,13
384,2550487,Programmeren in Java 2,P1,C0.110,vr,13
385,88519892,Programmeren in Java 2,P1,C0.110,vr,13
386,9731271,Programmeren in Java 2,P1,C0.110,vr,13
387,77896638,Programmeren in Java 2,P1,C0.110,vr,13
388,86988337,Programmeren in Java 2,P1,C0.110,vr,13
389,7386961,Programmeren in Java 2,P1,C0.110,vr,13
390,54772132,Programmeren in Java 2,P1,C0.110,vr,13
391,22288615,Programmeren in Java 2,P1,C0.110,vr,13
392,64393888,Programmeren in Java 2,P1,C0.110,vr,13
393,86000192,Programmeren in Java 2,P1,C0.110,vr,13
394,88263855,Programmeren in Java 2,P1,C0.110,vr,13
395,27187154,Programmeren in Java 2,P1,C0.110,vr,13
396,96054456,Programmeren in Java 2,P1,C0.110,vr,13
397,23658570,Programmeren in Java 2,P1,C0.110,vr,13
398,64053722,Programmeren in Java 2,P1,C0.110,vr,13
399,40791377,Compilerbouw,W2,C0.110,ma,15
400,86291592,Compilerbouw,W2,C0.110,ma,15
401,3407554,Compilerbouw,W2,C0.110,ma,15
402,23215240,Compilerbouw,W2,C0.110,ma,15
403,37770881,Compilerbouw,W2,C0.110,ma,15
404,89985072,Compilerbouw,W2,C0.110,ma,15
405,5892092,Compilerbouw,W2,C0.110,ma,15
406,6723948,Compilerbouw,W2,C0.110,ma,15
407,52715680,Compilerbouw,W2,C0.110,ma,15
408,66701209,Compilerbouw,W2,C0.110,ma,15
409,57595888,Compilerbouw,W2,C0.110,ma,15
410,34243356,Compilerbouw,W2,C0.110,ma,15
411,64418623,Compilerbouw,W2,C0.110,ma,15
412,76802764,Compilerbouw,W2,C0.110,ma,15
413,4568018,Compilerbouw,W2,C0.110,ma,15
414,11068043,Compilerbouw,W2,C0.110,ma,15
415,24613625,Compilerbouw,W2,C0.110,ma,15
416,10792879,Compilerbouw,W2,C0.110,ma,15
417,14303208,Compilerbouw,W2,C0.110,ma,15
418,82066165,Compilerbouw,W2,C0.110,ma,15
419,75664412,Compilerbouw,W2,C0.110,ma,15
420,88636924,Compilerbouw,W2,C0.110,ma,15
421,49683101,Compilerbouw,W2,C0.110,ma,15
422,88855695,Compilerbouw,W2,C0.110,ma,15
423,73236988,Compilerbouw,W2,C0.110,ma,15
424,86988337,Compilerbouw,W2,C0.110,ma,15
425,42297781,Compilerbouw,W2,C0.110,ma,15
426,50143947,Compilerbouw,W2,C0.110,ma,15
427,2079771,Compilerbouw,W2,C0.110,ma,15
428,51673172,Compilerbouw,W2,C0.110,ma,15
429,30658799,Compilerbouw,W2,C0.110,ma,15
430,7957843,Compilerbouw,W2,C0.110,ma,15
431,92665222,Compilerbouw,W2,C0.110,ma,15
432,54772132,Compilerbouw,W2,C0.110,ma,15
433,5368702,Compilerbouw,W2,C0.110,ma,15
434,1695839,Compilerbouw,W2,C0.110,ma,15
435,44901052,Informatie- en organisatieontwerp,P1,C0.110,wo,15
436,13116738,Informatie- en organisatieontwerp,P1,C0.110,wo,15
437,8557857,Informatie- en organisatieontwerp,P1,C0.110,wo,15
438,18266644,Informatie- en organisatieontwerp,P1,C0.110,wo,15
439,70878567,Informatie- en organisatieontwerp,P1,C0.110,wo,15
440,23983476,Informatie- en organisatieontwerp,P1,C0.110,wo,15
441,17496687,Informatie- en organisatieontwerp,P1,C0.110,wo,15
442,13658563,Informatie- en organisatieontwerp,P1,C0.110,wo,15
443,68315599,Informatie- en organisatieontwerp,P1,C0.110,wo,15
444,19958553,Informatie- en organisatieontwerp,P1,C0.110,wo,15
445,32204977,Informatie- en organisatieontwerp,P1,C0.110,wo,15
446,15187217,Databases 2,H1,C0.110,do,15
447,4921119,Databases 2,H1,C0.110,do,15
448,3168419,Databases 2,H1,C0.110,do,15
449,72456780,Databases 2,H1,C0.110,do,15
450,51566595,Databases 2,H1,C0.110,do,15
451,51542218,Databases 2,H1,C0.110,do,15
452,5526560,Databases 2,H1,C0.110,do,15
453,27123462,Databases 2,H1,C0.110,do,15
454,54540997,Databases 2,H1,C0.110,do,15
455,56191333,Databases 2,H1,C0.110,do,15
456,64947290,Databases 2,H1,C0.110,do,15
457,43902015,Databases 2,H1,C0.110,do,15
458,26207525,Databases 2,H1,C0.110,do,15
459,24277163,Databases 2,H1,C0.110,do,15
460,23257088,Databases 2,H1,C0.110,do,15
461,96054456,Databases 2,H1,C0.110,do,15
462,13092455,Databases 2,H1,C0.110,do,15
463,52552718,Databases 2,H1,C0.110,do,15
464,56749879,Databases 2,H1,C0.110,do,15
465,46989508,Databases 2,H1,C0.110,do,15
466,39459642,Databases 2,H1,C0.110,do,15
467,4529208,Databases 2,H1,C0.110,do,15
468,25077484,Databases 2,H1,C0.110,do,15
469,26406342,Databases 2,H1,C0.110,do,15
470,29526540,Databases 2,H1,C0.110,do,15
471,70072978,Databases 2,H1,C0.110,do,15
472,64296965,Databases 2,H1,C0.110,do,15
473,57467488,Databases 2,H1,C0.110,do,15
474,86180471,Databases 2,H1,C0.110,do,15
475,59397895,Databases 2,H1,C0.110,do,15
476,29640619,Databases 2,H1,C0.110,do,15
477,40141996,Databases 2,H1,C0.110,do,15
478,58083680,Databases 2,H1,C0.110,do,15
479,73823548,Databases 2,H1,C0.110,do,15
480,670011,Databases 2,H1,C0.110,do,15
481,62736669,Databases 2,H1,C0.110,do,15
482,60352393,Databases 2,H1,C0.110,do,15
483,58592894,Databases 2,H1,C0.110,do,15
484,11996292,Databases 2,H1,C0.110,do,15
485,12091019,Databases 2,H1,C0.110,do,15
486,17092717,Databases 2,H1,C0.110,do,15
487,47477884,Databases 2,H1,C0.110,do,15
488,14816774,Databases 2,H1,C0.110,do,15
489,76123484,Databases 2,H1,C0.110,do,15
490,47932106,Databases 2,H1,C0.110,do,15
491,13132925,Databases 2,H1,C0.110,do,15
492,56872729,Databases 2,H1,C0.110,do,15
493,17222374,Databases 2,H1,C0.110,do,15
494,82689818,Databases 2,H1,C0.110,do,15
495,86988337,Databases 2,H1,C0.110,do,15
496,77960666,Databases 2,H1,C0.110,do,15
497,58332004,Databases 2,H1,C0.110,do,15
498,5517869,Databases 2,H1,C0.110,do,15
499,34872117,Databases 2,H1,C0.110,do,15
500,94686490,Databases 2,H1,C0.110,do,15
501,91527663,Databases 2,H1,C0.110,do,15
502,75005528,Databases 2,H1,C0.110,do,15
503,78821918,Databases 2,H1,C0.110,do,15
504,90474003,Databases 2,H1,C0.110,do,15
