,student,vak,activiteit,zaal,dag,tijdslot
215,38296757,Calculus 2,H1,C0.110,wo,9
216,87602030,Calculus 2,H1,C0.110,wo,9
217,44868097,Calculus 2,H1,C0.110,wo,9
218,56348773,Calculus 2,H1,C0.110,wo,9
219,27925117,Calculus 2,H1,C0.110,wo,9
220,6709529,Calculus 2,H1,C0.110,wo,9
221,33760909,Calculus 2,H1,C0.110,wo,9
222,86000192,Calculus 2,H1,C0.110,wo,9
223,14303208,Calculus 2,H1,C0.110,wo,9
224,79617364,Calculus 2,H1,C0.110,wo,9
225,78443067,Calculus 2,H1,C0.110,wo,9
226,75997788,Calculus 2,H1,C0.110,wo,9
227,23565001,Calculus 2,H1,C0.110,wo,9
228,88752563,Calculus 2,H1,C0.110,wo,9
229,70939718,Calculus 2,H1,C0.110,wo,9
230,28957789,Calculus 2,H1,C0.110,wo,9
231,72665524,Calculus 2,H1,C0.110,wo,9
232,48357272,Calculus 2,H1,C0.110,wo,9
233,64600457,Calculus 2,H1,C0.110,wo,9
234,75623387,Calculus 2,H1,C0.110,wo,9
235,19717077,Calculus 2,H1,C0.110,wo,9
236,6723948,Calculus 2,H1,C0.110,wo,9
237,6939933,Calculus 2,H1,C0.110,wo,9
238,86180471,Calculus 2,H1,C0.110,wo,9
239,94686490,Calculus 2,H1,C0.110,wo,9
240,55530367,Calculus 2,H1,C0.110,wo,9
241,5615125,Calculus 2,H1,C0.110,wo,9
242,15902055,Calculus 2,H1,C0.110,wo,9
243,23658570,Calculus 2,H1,C0.110,wo,9
244,93361408,Calculus 2,H1,C0.110,wo,9
245,79888156,Calculus 2,H1,C0.110,wo,9
246,83415514,Calculus 2,H1,C0.110,wo,9
247,33672995,Calculus 2,H1,C0.110,wo,9
248,14816774,Calculus 2,H1,C0.110,wo,9
249,32705005,Calculus 2,H1,C0.110,wo,9
250,23628642,Calculus 2,H1,C0.110,wo,9
251,26260141,Calculus 2,H1,C0.110,wo,9
252,96054456,Calculus 2,H1,C0.110,wo,9
253,58592894,Calculus 2,H1,C0.110,wo,9
254,47477884,Calculus 2,H1,C0.110,wo,9
255,27298319,Calculus 2,H1,C0.110,wo,9
256,51741554,Calculus 2,H1,C0.110,wo,9
257,9731271,Calculus 2,H1,C0.110,wo,9
258,83266686,Calculus 2,H1,C0.110,wo,9
259,58040377,Calculus 2,H1,C0.110,wo,9
260,12091019,Calculus 2,H1,C0.110,wo,9
261,75585647,Calculus 2,H1,C0.110,wo,9
262,58253841,Calculus 2,H1,C0.110,wo,9
263,46570285,Calculus 2,H1,C0.110,wo,9
264,37279234,Calculus 2,H1,C0.110,wo,9
265,21029457,Calculus 2,H1,C0.110,wo,9
266,40141996,Calculus 2,H1,C0.110,wo,9
267,3678531,Calculus 2,H1,C0.110,wo,9
268,27064249,Calculus 2,H1,C0.110,wo,9
269,4546613,Calculus 2,H1,C0.110,wo,9
270,16097870,Calculus 2,H1,C0.110,wo,9
271,76661016,Calculus 2,H1,C0.110,wo,9
272,65978354,Calculus 2,H1,C0.110,wo,9
273,62363761,Calculus 2,H1,C0.110,wo,9
274,31306819,Calculus 2,H1,C0.110,wo,9
275,38179241,Calculus 2,H1,C0.110,wo,9
276,86807027,Calculus 2,H1,C0.110,wo,9
277,14591033,Calculus 2,H1,C0.110,wo,9
278,58699305,Calculus 2,H1,C0.110,wo,9
279,87900893,Calculus 2,H1,C0.110,wo,9
280,34173695,Calculus 2,H1,C0.110,wo,9
281,14179347,Calculus 2,H1,C0.110,wo,9
282,24875739,Calculus 2,H1,C0.110,wo,9
283,46701583,Calculus 2,H1,C0.110,wo,9
284,10609762,Calculus 2,H1,C0.110,wo,9
285,63634350,Calculus 2,H1,C0.110,wo,9
286,4783858,Calculus 2,H1,C0.110,wo,9
287,78544592,Calculus 2,H1,C0.110,wo,9
288,73823548,Calculus 2,H1,C0.110,wo,9
289,10792879,Calculus 2,H1,C0.110,wo,9
290,53139134,Calculus 2,H1,C0.110,wo,9
291,6913074,Calculus 2,H1,C0.110,wo,9
292,55412918,Calculus 2,H1,C0.110,wo,9
293,85335143,Calculus 2,H1,C0.110,wo,9
294,74182182,Calculus 2,H1,C0.110,wo,9
295,27187154,Calculus 2,H1,C0.110,wo,9
296,10149535,Calculus 2,H1,C0.110,wo,9
297,65408517,Calculus 2,H1,C0.110,wo,9
298,97135019,Calculus 2,H1,C0.110,wo,9
299,22168693,Calculus 2,H1,C0.110,wo,9
300,88855695,Calculus 2,H1,C0.110,wo,9
301,82412626,Calculus 2,H1,C0.110,wo,9
302,45915482,Calculus 2,H1,C0.110,wo,9
303,75446434,Calculus 2,H1,C0.110,wo,9
304,80188025,Calculus 2,H1,C0.110,wo,9
305,77306636,Calculus 2,H1,C0.110,wo,9
306,73302736,Calculus 2,H1,C0.110,wo,9
307,81155296,Calculus 2,H1,C0.110,wo,9
308,64228258,Calculus 2,H1,C0.110,wo,9
309,61520025,Calculus 2,H1,C0.110,wo,9
310,56544130,Calculus 2,H1,C0.110,wo,9
311,11593163,Calculus 2,H1,C0.110,wo,9
312,79167252,Calculus 2,H1,C0.110,wo,9
313,59220392,Calculus 2,H1,C0.110,wo,9
314,62105897,Calculus 2,H1,C0.110,wo,9
315,58469172,Calculus 2,H1,C0.110,wo,9
316,56872729,Calculus 2,H1,C0.110,wo,9
317,72526473,Calculus 2,H1,C0.110,wo,9
318,47932106,Calculus 2,H1,C0.110,wo,9
319,78735049,Calculus 2,H1,C0.110,wo,9
320,5615125,Kansrekenen 2,H1,C0.110,do,9
321,76924297,Kansrekenen 2,H1,C0.110,do,9
322,28957789,Kansrekenen 2,H1,C0.110,do,9
323,31247305,Kansrekenen 2,H1,C0.110,do,9
324,65003379,Kansrekenen 2,H1,C0.110,do,9
325,39919665,Kansrekenen 2,H1,C0.110,do,9
326,58332004,Kansrekenen 2,H1,C0.110,do,9
327,8522855,Kansrekenen 2,H1,C0.110,do,9
328,54569540,Kansrekenen 2,H1,C0.110,do,9
329,49631542,Kansrekenen 2,H1,C0.110,do,9
330,59075181,Kansrekenen 2,H1,C0.110,do,9
331,23798155,Kansrekenen 2,H1,C0.110,do,9
332,63408522,Kansrekenen 2,H1,C0.110,do,9
333,64296965,Kansrekenen 2,H1,C0.110,do,9
334,23391676,Kansrekenen 2,H1,C0.110,do,9
335,20331158,Kansrekenen 2,H1,C0.110,do,9
336,41527759,Kansrekenen 2,H1,C0.110,do,9
337,77636749,Kansrekenen 2,H1,C0.110,do,9
338,32705005,Kansrekenen 2,H1,C0.110,do,9
339,51186803,Kansrekenen 2,H1,C0.110,do,9
340,31633723,Kansrekenen 2,H1,C0.110,do,9
341,7492204,Kansrekenen 2,H1,C0.110,do,9
342,44940353,Kansrekenen 2,H1,C0.110,do,9
343,63955238,Kansrekenen 2,H1,C0.110,do,9
344,61518436,Kansrekenen 2,H1,C0.110,do,9
345,97371272,Kansrekenen 2,H1,C0.110,do,9
346,94955328,Kansrekenen 2,H1,C0.110,do,9
347,77240949,Kansrekenen 2,H1,C0.110,do,9
348,58522654,Kansrekenen 2,H1,C0.110,do,9
349,27187154,Kansrekenen 2,H1,C0.110,do,9
350,82688900,Kansrekenen 2,H1,C0.110,do,9
351,14398123,Kansrekenen 2,H1,C0.110,do,9
352,14591033,Kansrekenen 2,H1,C0.110,do,9
353,20239127,Kansrekenen 2,H1,C0.110,do,9
354,36903574,Kansrekenen 2,H1,C0.110,do,9
355,78136904,Kansrekenen 2,H1,C0.110,do,9
356,38329455,Kansrekenen 2,H1,C0.110,do,9
357,56988998,Kansrekenen 2,H1,C0.110,do,9
358,89338938,Kansrekenen 2,H1,C0.110,do,9
359,24875739,Kansrekenen 2,H1,C0.110,do,9
360,69086548,Kansrekenen 2,H1,C0.110,do,9
361,34262212,Kansrekenen 2,H1,C0.110,do,9
362,47462856,Kansrekenen 2,H1,C0.110,do,9
363,10872825,Kansrekenen 2,H1,C0.110,do,9
364,84110134,Kansrekenen 2,H1,C0.110,do,9
365,14671406,Kansrekenen 2,H1,C0.110,do,9
366,20883994,Kansrekenen 2,H1,C0.110,do,9
367,96054456,Kansrekenen 2,H1,C0.110,do,9
368,5368702,Kansrekenen 2,H1,C0.110,do,9
369,39659121,Kansrekenen 2,H1,C0.110,do,9
370,37498675,Kansrekenen 2,H1,C0.110,do,9
371,79858178,Kansrekenen 2,H1,C0.110,do,9
372,42115591,Kansrekenen 2,H1,C0.110,do,9
373,47605891,Kansrekenen 2,H1,C0.110,do,9
374,59544049,Kansrekenen 2,H1,C0.110,do,9
375,56749879,Kansrekenen 2,H1,C0.110,do,9
376,81218347,Kansrekenen 2,H1,C0.110,do,9
377,63634350,Kansrekenen 2,H1,C0.110,do,9
378,72547110,Kansrekenen 2,H1,C0.110,do,9
379,10792879,Kansrekenen 2,H1,C0.110,do,9
380,38499176,Kansrekenen 2,H1,C0.110,do,9
381,91196968,Kansrekenen 2,H1,C0.110,do,9
382,11915563,Kansrekenen 2,H1,C0.110,do,9
383,91139627,Kansrekenen 2,H1,C0.110,do,9
384,99272880,Kansrekenen 2,H1,C0.110,do,9
385,17823206,Kansrekenen 2,H1,C0.110,do,9
386,58469172,Kansrekenen 2,H1,C0.110,do,9
387,39230359,Kansrekenen 2,H1,C0.110,do,9
388,94467156,Kansrekenen 2,H1,C0.110,do,9
389,18266644,Kansrekenen 2,H1,C0.110,do,9
390,78735049,Kansrekenen 2,H1,C0.110,do,9
391,9731271,Kansrekenen 2,H1,C0.110,do,9
392,41585485,Kansrekenen 2,H1,C0.110,do,9
393,46570285,Kansrekenen 2,H1,C0.110,do,9
394,3685034,Kansrekenen 2,H1,C0.110,do,9
395,79366078,Kansrekenen 2,H1,C0.110,do,9
396,51542218,Kansrekenen 2,H1,C0.110,do,9
397,84524083,Kansrekenen 2,H1,C0.110,do,9
398,54310617,Kansrekenen 2,H1,C0.110,do,9
399,34243356,Kansrekenen 2,H1,C0.110,do,9
400,55474917,Kansrekenen 2,H1,C0.110,do,9
401,74182182,Kansrekenen 2,H1,C0.110,do,9
402,22731474,Kansrekenen 2,H1,C0.110,do,9
403,97019450,Kansrekenen 2,H1,C0.110,do,9
404,5615125,Kansrekenen 2,H2,C0.110,vr,9
405,76924297,Kansrekenen 2,H2,C0.110,vr,9
406,28957789,Kansrekenen 2,H2,C0.110,vr,9
407,31247305,Kansrekenen 2,H2,C0.110,vr,9
408,65003379,Kansrekenen 2,H2,C0.110,vr,9
409,39919665,Kansrekenen 2,H2,C0.110,vr,9
410,58332004,Kansrekenen 2,H2,C0.110,vr,9
411,8522855,Kansrekenen 2,H2,C0.110,vr,9
412,54569540,Kansrekenen 2,H2,C0.110,vr,9
413,49631542,Kansrekenen 2,H2,C0.110,vr,9
414,59075181,Kansrekenen 2,H2,C0.110,vr,9
415,23798155,Kansrekenen 2,H2,C0.110,vr,9
416,63408522,Kansrekenen 2,H2,C0.110,vr,9
417,64296965,Kansrekenen 2,H2,C0.110,vr,9
418,23391676,Kansrekenen 2,H2,C0.110,vr,9
419,20331158,Kansrekenen 2,H2,C0.110,vr,9
420,41527759,Kansrekenen 2,H2,C0.110,vr,9
421,77636749,Kansrekenen 2,H2,C0.110,vr,9
422,32705005,Kansrekenen 2,H2,C0.110,vr,9
423,51186803,Kansrekenen 2,H2,C0.110,vr,9
424,31633723,Kansrekenen 2,H2,C0.110,vr,9
425,7492204,Kansrekenen 2,H2,C0.110,vr,9
426,44940353,Kansrekenen 2,H2,C0.110,vr,9
427,63955238,Kansrekenen 2,H2,C0.110,vr,9
428,61518436,Kansrekenen 2,H2,C0.110,vr,9
429,97371272,Kansrekenen 2,H2,C0.110,vr,9
430,94955328,Kansrekenen 2,H2,C0.110,vr,9
431,77240949,Kansrekenen 2,H2,C0.110,vr,9
432,58522654,Kansrekenen 2,H2,C0.110,vr,9
433,27187154,Kansrekenen 2,H2,C0.110,vr,9
434,82688900,Kansrekenen 2,H2,C0.110,vr,9
435,14398123,Kansrekenen 2,H2,C0.110,vr,9
436,14591033,Kansrekenen 2,H2,C0.110,vr,9
437,20239127,Kansrekenen 2,H2,C0.110,vr,9
438,36903574,Kansrekenen 2,H2,C0.110,vr,9
439,78136904,Kansrekenen 2,H2,C0.110,vr,9
440,38329455,Kansrekenen 2,H2,C0.110,vr,9
441,56988998,Kansrekenen 2,H2,C0.110,vr,9
442,89338938,Kansrekenen 2,H2,C0.110,vr,9
443,24875739,Kansrekenen 2,H2,C0.110,vr,9
444,69086548,Kansrekenen 2,H2,C0.110,vr,9
445,34262212,Kansrekenen 2,H2,C0.110,vr,9
446,47462856,Kansrekenen 2,H2,C0.110,vr,9
447,10872825,Kansrekenen 2,H2,C0.110,vr,9
448,84110134,Kansrekenen 2,H2,C0.110,vr,9
449,14671406,Kansrekenen 2,H2,C0.110,vr,9
450,20883994,Kansrekenen 2,H2,C0.110,vr,9
451,96054456,Kansrekenen 2,H2,C0.110,vr,9
452,5368702,Kansrekenen 2,H2,C0.110,vr,9
453,39659121,Kansrekenen 2,H2,C0.110,vr,9
454,37498675,Kansrekenen 2,H2,C0.110,vr,9
455,79858178,Kansrekenen 2,H2,C0.110,vr,9
456,42115591,Kansrekenen 2,H2,C0.110,vr,9
457,47605891,Kansrekenen 2,H2,C0.110,vr,9
458,59544049,Kansrekenen 2,H2,C0.110,vr,9
459,56749879,Kansrekenen 2,H2,C0.110,vr,9
460,81218347,Kansrekenen 2,H2,C0.110,vr,9
461,63634350,Kansrekenen 2,H2,C0.110,vr,9
462,72547110,Kansrekenen 2,H2,C0.110,vr,9
463,10792879,Kansrekenen 2,H2,C0.110,vr,9
464,38499176,Kansrekenen 2,H2,C0.110,vr,9
465,91196968,Kansrekenen 2,H2,C0.110,vr,9
466,11915563,Kansrekenen 2,H2,C0.110,vr,9
467,91139627,Kansrekenen 2,H2,C0.110,vr,9
468,99272880,Kansrekenen 2,H2,C0.110,vr,9
469,17823206,Kansrekenen 2,H2,C0.110,vr,9
470,58469172,Kansrekenen 2,H2,C0.110,vr,9
471,39230359,Kansrekenen 2,H2,C0.110,vr,9
472,94467156,Kansrekenen 2,H2,C0.110,vr,9
473,18266644,Kansrekenen 2,H2,C0.110,vr,9
474,78735049,Kansrekenen 2,H2,C0.110,vr,9
475,9731271,Kansrekenen 2,H2,C0.110,vr,9
476,41585485,Kansrekenen 2,H2,C0.110,vr,9
477,46570285,Kansrekenen 2,H2,C0.110,vr,9
478,3685034,Kansrekenen 2,H2,C0.110,vr,9
479,79366078,Kansrekenen 2,H2,C0.110,vr,9
480,51542218,Kansrekenen 2,H2,C0.110,vr,9
481,84524083,Kansrekenen 2,H2,C0.110,vr,9
482,54310617,Kansrekenen 2,H2,C0.110,vr,9
483,34243356,Kansrekenen 2,H2,C0.110,vr,9
484,55474917,Kansrekenen 2,H2,C0.110,vr,9
485,74182182,Kansrekenen 2,H2,C0.110,vr,9
486,22731474,Kansrekenen 2,H2,C0.110,vr,9
487,97019450,Kansrekenen 2,H2,C0.110,vr,9
488,5976174,Software engineering,H1,C0.110,ma,11
489,62356458,Software engineering,H1,C0.110,ma,11
490,4546613,Software engineering,H1,C0.110,ma,11
491,43460038,Software engineering,H1,C0.110,ma,11
492,29640619,Software engineering,H1,C0.110,ma,11
493,3727435,Software engineering,H1,C0.110,ma,11
494,99283252,Software engineering,H1,C0.110,ma,11
495,65318664,Software engineering,H1,C0.110,ma,11
496,84110134,Software engineering,H1,C0.110,ma,11
497,13718298,Software engineering,H1,C0.110,ma,11
498,94467156,Software engineering,H1,C0.110,ma,11
499,14072826,Software engineering,H1,C0.110,ma,11
500,45915482,Software engineering,H1,C0.110,ma,11
501,4783858,Software engineering,H1,C0.110,ma,11
502,77376714,Software engineering,H1,C0.110,ma,11
503,44868097,Software engineering,H1,C0.110,ma,11
504,70015932,Software engineering,H1,C0.110,ma,11
505,80709893,Software engineering,H1,C0.110,ma,11
506,89180944,Software engineering,H1,C0.110,ma,11
507,31247305,Software engineering,H1,C0.110,ma,11
508,41527759,Software engineering,H1,C0.110,ma,11
509,73236988,Software engineering,H1,C0.110,ma,11
510,37744525,Software engineering,H1,C0.110,ma,11
511,52552718,Software engineering,H1,C0.110,ma,11
512,83210352,Software engineering,H1,C0.110,ma,11
513,62105897,Software engineering,H1,C0.110,ma,11
514,54026378,Software engineering,H1,C0.110,ma,11
515,11915563,Software engineering,H1,C0.110,ma,11
516,52715680,Software engineering,H1,C0.110,ma,11
